ReceiptID;OrderDate;Customer;CurrencyRateID;SubTotal;TaxAmt;Store;StoreName;ReceiptLineID;Order;ProductID;UnitPrice;LineTotal
43659;2011-05-31 00:00:00.000;29825;NULL;20565,6206;1971,5149;1046;Better Bike Shop;1;1;776;2024,994;2024.994000
43659;2011-05-31 00:00:00.000;29825;NULL;20565,6206;1971,5149;1046;Better Bike Shop;2;3;777;2024,994;6074.982000
43659;2011-05-31 00:00:00.000;29825;NULL;20565,6206;1971,5149;1046;Better Bike Shop;3;1;778;2024,994;2024.994000
43659;2011-05-31 00:00:00.000;29825;NULL;20565,6206;1971,5149;1046;Better Bike Shop;4;1;771;2039,994;2039.994000
43659;2011-05-31 00:00:00.000;29825;NULL;20565,6206;1971,5149;1046;Better Bike Shop;5;1;772;2039,994;2039.994000
43659;2011-05-31 00:00:00.000;29825;NULL;20565,6206;1971,5149;1046;Better Bike Shop;6;2;773;2039,994;4079.988000
43659;2011-05-31 00:00:00.000;29825;NULL;20565,6206;1971,5149;1046;Better Bike Shop;7;1;774;2039,994;2039.994000
43659;2011-05-31 00:00:00.000;29825;NULL;20565,6206;1971,5149;1046;Better Bike Shop;8;3;714;28,8404;86.521200
43659;2011-05-31 00:00:00.000;29825;NULL;20565,6206;1971,5149;1046;Better Bike Shop;9;1;716;28,8404;28.840400
43659;2011-05-31 00:00:00.000;29825;NULL;20565,6206;1971,5149;1046;Better Bike Shop;10;6;709;5,70;34.200000
43659;2011-05-31 00:00:00.000;29825;NULL;20565,6206;1971,5149;1046;Better Bike Shop;11;2;712;5,1865;10.373000
43659;2011-05-31 00:00:00.000;29825;NULL;20565,6206;1971,5149;1046;Better Bike Shop;12;4;711;20,1865;80.746000
43660;2011-05-31 00:00:00.000;29672;NULL;1294,2529;124,2483;722;Pedals Warehouse;13;1;762;419,4589;419.458900
43660;2011-05-31 00:00:00.000;29672;NULL;1294,2529;124,2483;722;Pedals Warehouse;14;1;758;874,794;874.794000
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;15;1;745;809,76;809.760000
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;16;1;743;714,7043;714.704300
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;17;2;747;714,7043;1429.408600
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;18;4;712;5,1865;20.746000
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;19;4;715;28,8404;115.361600
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;20;2;742;722,5949;1445.189800
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;21;3;775;2024,994;6074.982000
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;22;2;778;2024,994;4049.988000
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;23;2;711;20,1865;40.373000
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;24;2;741;818,70;1637.400000
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;25;4;776;2024,994;8099.976000
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;26;2;773;2039,994;4079.988000
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;27;2;716;28,8404;57.680800
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;28;2;777;2024,994;4049.988000
43661;2011-05-31 00:00:00.000;29734;4;32726,4786;3153,7696;852;Original Bicycle Supply Company;29;5;708;20,1865;100.932500
43663;2011-05-31 00:00:00.000;29565;NULL;419,4589;40,2681;484;World Bike Discount Store;52;1;760;419,4589;419.458900
43665;2011-05-31 00:00:00.000;29580;NULL;14352,7713;1375,9427;518;Latest Sports Equipment;61;2;711;20,1865;40.373000
43665;2011-05-31 00:00:00.000;29580;NULL;14352,7713;1375,9427;518;Latest Sports Equipment;62;1;773;2039,994;2039.994000
43665;2011-05-31 00:00:00.000;29580;NULL;14352,7713;1375,9427;518;Latest Sports Equipment;63;1;707;20,1865;20.186500
43665;2011-05-31 00:00:00.000;29580;NULL;14352,7713;1375,9427;518;Latest Sports Equipment;64;2;715;28,8404;57.680800
43665;2011-05-31 00:00:00.000;29580;NULL;14352,7713;1375,9427;518;Latest Sports Equipment;65;2;777;2024,994;4049.988000
43665;2011-05-31 00:00:00.000;29580;NULL;14352,7713;1375,9427;518;Latest Sports Equipment;66;2;712;5,1865;10.373000
43665;2011-05-31 00:00:00.000;29580;NULL;14352,7713;1375,9427;518;Latest Sports Equipment;67;2;775;2024,994;4049.988000
43665;2011-05-31 00:00:00.000;29580;NULL;14352,7713;1375,9427;518;Latest Sports Equipment;68;1;778;2024,994;2024.994000
43665;2011-05-31 00:00:00.000;29580;NULL;14352,7713;1375,9427;518;Latest Sports Equipment;69;6;709;5,70;34.200000
43665;2011-05-31 00:00:00.000;29580;NULL;14352,7713;1375,9427;518;Latest Sports Equipment;70;1;776;2024,994;2024.994000
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;81;3;756;874,794;2624.382000
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;82;2;753;2146,962;4293.924000
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;83;7;760;419,4589;2936.212300
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;84;6;765;419,4589;2516.753400
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;85;6;715;28,8404;173.042400
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;86;6;730;183,9382;1103.629200
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;87;2;707;20,1865;40.373000
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;88;2;711;20,1865;40.373000
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;89;2;754;874,794;1749.588000
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;90;4;712;5,1865;20.746000
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;91;2;729;183,9382;367.876400
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;92;3;755;874,794;2624.382000
43668;2011-05-31 00:00:00.000;29614;4;35944,1562;3461,7654;592;Retail Mall;93;3;761;419,4589;1258.376700
